#   delphi     C(delphi)    Nphi
 5.0000  0.001293456     26575940
15.0000 -0.000131515     26580944
25.0000 -0.000027840     26583561
35.0000  0.000039792     26575992
45.0000  0.000041155     26577708
55.0000  0.000054229     26585073
65.0000 -0.000056080     26582225
75.0000  0.000145109     26578580
85.0000 -0.000135233     26588098
95.0000  0.000019072     26575175
105.0000 -0.000054903     26576081
115.0000 -0.000117240     26580943
125.0000  0.000115928     26578291
135.0000 -0.000054112     26565193
145.0000 -0.000049541     26574741
155.0000  0.000091381     26578169
165.0000  0.000050125     26581019
175.0000  0.000118635     26579745
