#   delphi     C(delphi)    Nphi
 5.0000 -0.000393022       123241
15.0000  0.000158147       123193
25.0000 -0.000163880       123850
35.0000 -0.000334409       123038
45.0000 -0.000239878       123737
55.0000  0.000077546       122842
65.0000 -0.000225177       123297
75.0000 -0.000091001       124018
85.0000  0.000221437       123650
95.0000 -0.000467147       123193
105.0000 -0.000081158       123969
115.0000 -0.000048979       123394
125.0000 -0.000032027       123454
135.0000  0.000252824       123251
145.0000  0.000202697       123466
155.0000  0.000112959       122857
165.0000  0.000427128       123233
175.0000 -0.000251083       123601
