#   dely     C(y)    Ny
 0.0500 -0.000669393       300146
 0.1500 -0.000476572       289880
 0.2500  0.000053105       271059
 0.3500 -0.000088324       248040
 0.4500  0.000102918       223320
 0.5500 -0.000043331       197313
 0.6500 -0.000075544       170048
 0.7500  0.000129066       145478
 0.8500  0.000496207       118624
 0.9500 -0.000377826        93192
 1.0500  0.000075406        68725
 1.1500  0.000326724        46325
 1.2500  0.000021524        27956
 1.3500  0.000028933        13754
 1.4500 -0.000040626         5282
 1.5500  0.000179761         1250
 1.6500  0.004173895          100
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
