#   dely     C(y)    Ny
 0.0500 -0.000014690       300931
 0.1500  0.000102928       288836
 0.2500 -0.000005677       270690
 0.3500 -0.000253225       248892
 0.4500  0.000403649       223110
 0.5500 -0.000112655       196848
 0.6500 -0.000064278       170965
 0.7500 -0.000077118       144773
 0.8500  0.000294103       119672
 0.9500  0.000341590        93363
 1.0500 -0.000322499        68781
 1.1500  0.000387687        46518
 1.2500  0.000730619        28014
 1.3500 -0.000762399        13772
 1.4500  0.000272276         5219
 1.5500  0.004501860         1183
 1.6500 -0.000277865           92
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
