#   dely     C(y)    Ny
 0.0500 -0.000236642       301010
 0.1500 -0.000194999       289465
 0.2500 -0.000230270       271662
 0.3500 -0.000163074       247844
 0.4500  0.000206106       222490
 0.5500  0.000441401       197260
 0.6500  0.000180869       170780
 0.7500 -0.000351921       144682
 0.8500  0.000419678       118333
 0.9500 -0.000528609        93386
 1.0500  0.000342231        68775
 1.1500  0.000147645        46291
 1.2500  0.000217992        27846
 1.3500  0.000243035        13874
 1.4500  0.000427993         5191
 1.5500  0.000973452         1198
 1.6500 -0.008515998           90
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
