#   dely     C(y)    Ny
 0.0500 -0.000072966       301104
 0.1500 -0.000291164       288808
 0.2500 -0.000085664       271294
 0.3500  0.000160645       248217
 0.4500  0.000276702       223041
 0.5500  0.000348803       196701
 0.6500 -0.000240062       171088
 0.7500 -0.000488849       144510
 0.8500 -0.000114779       118531
 0.9500 -0.000417125        93036
 1.0500  0.000059853        68337
 1.1500  0.000562056        46405
 1.2500 -0.000425852        27841
 1.3500 -0.000548369        13900
 1.4500  0.002263350         5350
 1.5500 -0.003144836         1207
 1.6500 -0.007848065           92
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
