#   delphi     C(delphi)    Nphi
 5.0000 -0.001271059       123247
15.0000 -0.000081423       122868
25.0000 -0.000767930       122892
35.0000 -0.000609223       123610
45.0000 -0.000048659       122508
55.0000 -0.000003787       123501
65.0000 -0.000159864       123555
75.0000 -0.000170796       123090
85.0000 -0.000244792       123619
95.0000 -0.000124188       123125
105.0000  0.000207138       123508
115.0000 -0.000018744       123297
125.0000 -0.000079896       123438
135.0000 -0.000196263       122703
145.0000 -0.000397761       123099
155.0000 -0.000096972       122945
165.0000 -0.000372571       123194
175.0000  0.000161831       123465
