#   dely     C(y)    Ny
 0.0500  0.000211318       300833
 0.1500 -0.000294169       290414
 0.2500 -0.000068063       270580
 0.3500 -0.000017034       247873
 0.4500  0.000063724       223530
 0.5500 -0.000075690       195905
 0.6500 -0.000097603       170160
 0.7500 -0.000099834       144330
 0.8500  0.000230969       118501
 0.9500  0.000176551        92999
 1.0500  0.000277007        68966
 1.1500 -0.000363453        46506
 1.2500  0.000360991        27729
 1.3500  0.000995443        13852
 1.4500  0.000282945         5165
 1.5500 -0.001876139         1138
 1.6500  0.007038022           93
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
