#   dely     C(y)    Ny
 0.0500 -0.000407113       301421
 0.1500 -0.000027258       289971
 0.2500 -0.000157059       271978
 0.3500  0.000170584       248103
 0.4500  0.000127237       223681
 0.5500 -0.000001390       197195
 0.6500  0.000008709       170786
 0.7500 -0.000622131       144283
 0.8500 -0.000141195       118360
 0.9500 -0.000293143        93374
 1.0500 -0.000520735        68515
 1.1500 -0.000105015        46344
 1.2500 -0.000035135        27665
 1.3500  0.000702962        14008
 1.4500  0.001092041         5321
 1.5500 -0.002317892         1146
 1.6500  0.003432828           99
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
