#   delphi     C(delphi)    Nphi
 5.0000 -0.001174641       122927
15.0000 -0.000657285       123547
25.0000  0.000190520       123351
35.0000 -0.000423297       123049
45.0000 -0.000049591       123597
55.0000 -0.000266679       123304
65.0000  0.000541789       122646
75.0000  0.000017301       123589
85.0000  0.000665219       123882
95.0000 -0.000520717       123614
105.0000 -0.000277199       123094
115.0000  0.000409990       123254
125.0000  0.000306359       123366
135.0000 -0.000089602       123491
145.0000 -0.000016689       123074
155.0000 -0.000122184       123701
165.0000 -0.000049445       122813
175.0000 -0.000536964       123167
