#   delphi     C(delphi)    Nphi
 5.0000 -0.000684538       123698
15.0000  0.000440622       122753
25.0000 -0.000147343       123447
35.0000  0.000185562       123899
45.0000  0.000093468       123482
55.0000 -0.000194886       123626
65.0000  0.000219996       123050
75.0000 -0.000433321       122706
85.0000 -0.000385169       123707
95.0000 -0.000150210       123642
105.0000 -0.000571091       122409
115.0000  0.000000752       123308
125.0000  0.000106911       123533
135.0000 -0.000097053       123158
145.0000  0.000294131       123632
155.0000  0.000031579       123311
165.0000  0.000240791       123471
175.0000  0.000439515       123345
