#   delphi     C(delphi)    Nphi
 5.0000 -0.000696288       122883
15.0000 -0.001155780       123472
25.0000  0.000547139       123633
35.0000 -0.000218725       124041
45.0000 -0.000229972       123498
55.0000 -0.000087201       124035
65.0000 -0.000460840       123647
75.0000 -0.000001463       122805
85.0000  0.000584496       122719
95.0000  0.000410236       123045
105.0000 -0.000086576       123130
115.0000  0.000358143       123687
125.0000 -0.000213780       123238
135.0000  0.000106094       123441
145.0000 -0.000043011       123916
155.0000 -0.000236575       123534
165.0000  0.000050970       124068
175.0000  0.000084055       122289
