#   dely     C(y)    Ny
 0.0500 -0.000576190       299618
 0.1500  0.000108903       289622
 0.2500 -0.000467785       270776
 0.3500 -0.000042916       249073
 0.4500  0.000030300       222072
 0.5500 -0.000055280       195811
 0.6500 -0.000212224       170942
 0.7500 -0.000117052       144045
 0.8500  0.000036191       118522
 0.9500  0.000279044        93165
 1.0500  0.000264133        68408
 1.1500 -0.000353804        46632
 1.2500 -0.000106591        27420
 1.3500  0.000520102        14090
 1.4500 -0.000106104         5328
 1.5500  0.000865671         1212
 1.6500  0.014626954           84
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
