#   dely     C(y)    Ny
 0.0500 -0.000126314       300465
 0.1500 -0.000296275       290657
 0.2500  0.000173373       272046
 0.3500  0.000184459       248309
 0.4500 -0.000174429       223442
 0.5500  0.000133889       197153
 0.6500  0.000107544       170017
 0.7500 -0.000125060       144483
 0.8500 -0.000017012       118833
 0.9500  0.000306710        93348
 1.0500 -0.000217083        68840
 1.1500  0.000534958        46964
 1.2500  0.000417248        27791
 1.3500  0.000394635        13904
 1.4500  0.000301082         5280
 1.5500  0.001483980         1219
 1.6500 -0.009745000           93
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
