   5.00  -0.00051213 2959665.00000000   0.00009465
  15.00  -0.00027555 2959177.00000000   0.00010052
  25.00   0.00002952 2963608.00000000   0.00008231
  35.00  -0.00014502 2961848.00000000   0.00007721
  45.00  -0.00002660 2961632.00000000   0.00005401
  55.00   0.00007680 2962402.00000000   0.00006267
  65.00  -0.00003064 2958284.00000000   0.00005472
  75.00  -0.00004805 2958100.00000000   0.00006202
  85.00   0.00007422 2958915.00000000   0.00006596
  95.00  -0.00004305 2961606.00000000   0.00005171
 105.00  -0.00000203 2962803.00000000   0.00005059
 115.00  -0.00002869 2959603.00000000   0.00005813
 125.00   0.00006403 2960578.00000000   0.00004366
 135.00  -0.00000870 2958168.00000000   0.00005626
 145.00   0.00001939 2959792.00000000   0.00004943
 155.00  -0.00002141 2960340.00000000   0.00003904
 165.00   0.00001063 2959515.00000000   0.00004696
 175.00   0.00000473 2959956.00000000   0.00006041
