#   delphi     C(delphi)    Nphi
 5.0000 -0.000848156       123312
15.0000 -0.000108817       123470
25.0000  0.000108350       123872
35.0000 -0.000463931       123229
45.0000 -0.000086678       123512
55.0000  0.000256320       123632
65.0000  0.000004690       123577
75.0000  0.000479622       123230
85.0000 -0.000168686       123184
95.0000 -0.000243606       123767
105.0000  0.000137899       122991
115.0000  0.000020311       122636
125.0000  0.000239700       123420
135.0000 -0.000095112       123360
145.0000 -0.000081166       122604
155.0000 -0.000312093       123249
165.0000  0.000017326       123598
175.0000 -0.000524479       123397
