#   delphi     C(delphi)    Nphi
 5.0000 -0.000357454       123624
15.0000  0.000091260       123313
25.0000  0.000289273       123296
35.0000 -0.000194182       122985
45.0000 -0.000557339       123181
55.0000  0.000575525       123205
65.0000 -0.000216185       123449
75.0000  0.000292070       124075
85.0000  0.000051865       123659
95.0000 -0.000067094       122799
105.0000  0.000347825       123991
115.0000  0.000096054       123421
125.0000  0.000074352       123540
135.0000  0.000409095       123470
145.0000  0.000133926       123672
155.0000  0.000123889       123440
165.0000 -0.000238631       123804
175.0000 -0.000160626       122735
