#   dely     C(y)    Ny
 0.0500  0.000077485       300944
 0.1500 -0.000387763       289977
 0.2500  0.000051109       270930
 0.3500  0.000259015       249100
 0.4500 -0.000382736       221963
 0.5500 -0.000175447       197247
 0.6500 -0.000167010       171055
 0.7500  0.000009122       144755
 0.8500 -0.000145417       118601
 0.9500 -0.000217128        93198
 1.0500 -0.000072213        68749
 1.1500 -0.000235327        46589
 1.2500  0.000057823        27564
 1.3500  0.000167425        13862
 1.4500  0.000239568         5162
 1.5500 -0.001796648         1154
 1.6500 -0.009335401          103
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
