#   dely     C(y)    Ny
 0.0500  0.000160997       300690
 0.1500 -0.000412282       290355
 0.2500  0.000408023       272073
 0.3500  0.000149788       247742
 0.4500 -0.000074707       222140
 0.5500  0.000181376       197234
 0.6500  0.000158410       170675
 0.7500 -0.000182537       144736
 0.8500  0.000015380       118263
 0.9500  0.000106945        92976
 1.0500 -0.000266445        68794
 1.1500  0.000683236        46481
 1.2500 -0.000141878        27716
 1.3500 -0.000275134        13775
 1.4500 -0.001514394         5340
 1.5500  0.000781224         1284
 1.6500  0.006512902           93
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
