#   dely     C(y)    Ny
 0.0500 -0.000400794       300064
 0.1500  0.000242892       289238
 0.2500  0.000151365       270665
 0.3500 -0.000051008       248597
 0.4500  0.000019525       222299
 0.5500  0.000136341       196645
 0.6500  0.000169154       170906
 0.7500  0.000153912       144275
 0.8500  0.000294688       118666
 0.9500 -0.000080329        92578
 1.0500 -0.000153956        68848
 1.1500  0.000079429        46244
 1.2500  0.000202825        27847
 1.3500 -0.000313727        13984
 1.4500  0.000913312         5229
 1.5500 -0.000976936         1219
 1.6500 -0.006792666          112
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
