#   dely     C(y)    Ny
 0.0500 -0.000267925       299685
 0.1500 -0.000392368       290199
 0.2500 -0.000093262       270219
 0.3500  0.000092474       248207
 0.4500  0.000096163       222840
 0.5500 -0.000058600       197015
 0.6500  0.000132710       171388
 0.7500 -0.000279430       145975
 0.8500  0.000218542       118359
 0.9500  0.000404315        92682
 1.0500 -0.000198093        69259
 1.1500  0.000000305        46512
 1.2500  0.000349346        27838
 1.3500 -0.000074409        14020
 1.4500  0.000665482         5377
 1.5500  0.000188986         1215
 1.6500  0.018248386           95
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
