#   delphi     C(delphi)    Nphi
 5.0000 -0.000928292       123126
15.0000  0.000530558       123448
25.0000  0.000189089       123385
35.0000  0.000193147       123287
45.0000  0.000067678       123666
55.0000  0.000276220       123062
65.0000  0.000070289       124137
75.0000 -0.000486138       123394
85.0000 -0.000041548       123007
95.0000  0.000247714       123527
105.0000  0.000147081       123721
115.0000  0.000465929       123022
125.0000  0.000147448       123115
135.0000 -0.000231606       123126
145.0000  0.000193942       123492
155.0000 -0.000151778       123089
165.0000  0.000203796       122853
175.0000  0.000194280       123846
