#   delphi     C(delphi)    Nphi
 5.0000 -0.000212010       123240
15.0000  0.000229298       123268
25.0000  0.000001776       123712
35.0000 -0.000730495       123124
45.0000 -0.000606140       124033
55.0000  0.000049831       124045
65.0000  0.000116199       123314
75.0000 -0.000409660       122817
85.0000  0.000316130       123557
95.0000  0.000264437       123458
105.0000 -0.000505711       123209
115.0000  0.000000057       123767
125.0000  0.000268149       123644
135.0000 -0.000062539       123213
145.0000  0.000072659       123820
155.0000 -0.000143951       122807
165.0000  0.000065816       122857
175.0000 -0.000410734       123068
