#   dely     C(y)    Ny
 0.0500 -0.000291278       301022
 0.1500 -0.000185547       289382
 0.2500  0.000178626       271010
 0.3500  0.000056131       248050
 0.4500  0.000179984       221953
 0.5500 -0.000339278       196682
 0.6500 -0.000146846       171108
 0.7500 -0.000123582       145084
 0.8500  0.000536750       118480
 0.9500  0.000250033        92932
 1.0500 -0.000259381        68576
 1.1500  0.000855584        46162
 1.2500  0.000745666        27993
 1.3500 -0.000016443        13936
 1.4500  0.000068140         5245
 1.5500  0.002126726         1189
 1.6500  0.000006150          105
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
