#   dely     C(y)    Ny
 0.0500  0.000191961       300732
 0.1500 -0.000401245       290458
 0.2500  0.000067301       272098
 0.3500  0.000324519       248238
 0.4500  0.000084154       222984
 0.5500  0.000455420       196187
 0.6500  0.000023411       171158
 0.7500  0.000142624       144316
 0.8500 -0.000051222       118488
 0.9500  0.000163033        92853
 1.0500  0.000078797        68589
 1.1500 -0.000578506        46480
 1.2500 -0.000249888        27808
 1.3500 -0.000508860        13636
 1.4500  0.000222433         5275
 1.5500 -0.000609840         1143
 1.6500  0.013762003           92
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
