#   delphi     C(delphi)    Nphi
 5.0000  0.000207802       123635
15.0000 -0.000556244       123392
25.0000 -0.000105849       123033
35.0000 -0.000359866       124132
45.0000  0.000328776       123270
55.0000  0.000165038       124060
65.0000  0.000360906       123204
75.0000 -0.000264431       123365
85.0000  0.000163611       123214
95.0000  0.000259965       123434
105.0000  0.000166755       123155
115.0000 -0.000319083       123079
125.0000 -0.000104465       123121
135.0000  0.000446405       122872
145.0000 -0.000347569       123278
155.0000 -0.000001429       122908
165.0000 -0.000089637       123720
175.0000  0.000563084       123221
