#   delphi     C(delphi)    Nphi
 5.0000 -0.001258422       123114
15.0000 -0.000283986       122713
25.0000  0.000348960       123488
35.0000 -0.000789198       123889
45.0000  0.000152888       123090
55.0000  0.000044478       123333
65.0000  0.000277887       123353
75.0000 -0.000092908       123373
85.0000 -0.000003488       123370
95.0000 -0.000090043       123298
105.0000  0.000177016       123762
115.0000  0.000014691       123412
125.0000 -0.000048300       123194
135.0000 -0.000168473       123131
145.0000  0.000169668       123351
155.0000 -0.000008170       123719
165.0000 -0.000374279       124028
175.0000  0.000102604       123411
