#   delphi     C(delphi)    Nphi
 5.0000  0.000057655       123562
15.0000 -0.001024456       123855
25.0000 -0.000139556       123127
35.0000 -0.000216399       123997
45.0000 -0.000219712       123811
55.0000  0.000435447       123305
65.0000  0.000220693       123042
75.0000 -0.000006231       123731
85.0000 -0.000321110       123149
95.0000  0.000101177       123520
105.0000 -0.000183493       123390
115.0000  0.000307464       123232
125.0000  0.000086595       123480
135.0000  0.000123163       123501
145.0000 -0.000119824       123242
155.0000  0.000034306       123656
165.0000 -0.000185997       123339
175.0000  0.000327549       123126
