#   dely     C(y)    Ny
 0.0500 -0.000744155       299418
 0.1500 -0.000229655       289009
 0.2500  0.000360910       271013
 0.3500 -0.000030022       248909
 0.4500 -0.000012017       222793
 0.5500 -0.000048893       197711
 0.6500  0.000044282       171714
 0.7500 -0.000338575       145361
 0.8500  0.000220344       118242
 0.9500  0.000033909        93537
 1.0500 -0.000111149        68638
 1.1500  0.000418913        46159
 1.2500  0.000104393        28009
 1.3500 -0.000397560        13932
 1.4500 -0.001342044         5293
 1.5500 -0.003275825         1192
 1.6500 -0.001943022           99
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
