#   dely     C(y)    Ny
 0.0500 -0.000396923       300090
 0.1500 -0.000118852       289730
 0.2500  0.000051321       270572
 0.3500  0.000401207       248281
 0.4500  0.000330820       223431
 0.5500  0.000320479       197199
 0.6500 -0.000231508       171255
 0.7500  0.000314935       144163
 0.8500  0.000047229       118630
 0.9500 -0.000076813        93261
 1.0500 -0.000098465        68496
 1.1500 -0.000629195        46638
 1.2500 -0.000184625        28020
 1.3500  0.000403354        13805
 1.4500 -0.001030999         5248
 1.5500  0.002569643         1172
 1.6500 -0.001842329          101
 1.7500  0.000000000            1
 1.8500         -nan            0
 1.9500         -nan            0
