#   delphi     C(delphi)    Nphi
 5.0000 -0.000611354       122958
15.0000 -0.001241667       123538
25.0000 -0.000156866       123790
35.0000  0.000677242       123483
45.0000 -0.000218377       123453
55.0000 -0.000056067       123029
65.0000  0.000187036       122806
75.0000 -0.000080923       123339
85.0000  0.000318553       123352
95.0000  0.000171889       122991
105.0000  0.000107594       123729
115.0000 -0.000201488       123555
125.0000 -0.000288851       123961
135.0000 -0.000225805       122875
145.0000 -0.000195441       123543
155.0000  0.000018219       123122
165.0000 -0.000203716       123558
175.0000 -0.000274054       123410
