#   delphi     C(delphi)    Nphi
 5.0000 -0.000710427       122878
15.0000 -0.000844700       123313
25.0000 -0.000184787       123770
35.0000  0.000322150       123520
45.0000 -0.000058877       123196
55.0000  0.000176756       123387
65.0000  0.000096468       123034
75.0000  0.000291138       122841
85.0000  0.000476459       123160
95.0000 -0.000223132       123011
105.0000  0.000068831       123452
115.0000  0.000061948       123115
125.0000  0.000240400       123754
135.0000 -0.000272385       123360
145.0000 -0.000309725       123083
155.0000  0.000390957       123323
165.0000  0.000489159       123256
175.0000 -0.000148656       123456
