#   dely     C(y)    Ny
 0.0500 -0.000238416       299235
 0.1500 -0.000235504       289795
 0.2500 -0.000552557       271949
 0.3500  0.000132453       248589
 0.4500 -0.000116633       223344
 0.5500  0.000326304       197291
 0.6500 -0.000016244       170956
 0.7500  0.000083982       144742
 0.8500  0.000104961       118868
 0.9500  0.000005729        92750
 1.0500  0.000286482        68612
 1.1500  0.000239128        46538
 1.2500 -0.000284932        27713
 1.3500  0.001135153        13969
 1.4500  0.000082983         5460
 1.5500 -0.001159950         1184
 1.6500 -0.012774483           86
 1.7500         -nan            0
 1.8500         -nan            0
 1.9500         -nan            0
