0.0025	1.127	1.095	1.127
0.0075	1.120	1.101	1.122
0.0125	1.107	1.108	1.113
0.0175	1.088	1.104	1.096
0.0225	1.072	1.091	1.072
0.0275	1.054	1.075	1.053
0.0325	1.037	1.059	1.037
0.0375	1.025	1.046	1.024
0.0425	1.014	1.033	1.018
0.0475	1.007	1.023	1.012
0.0525	1.001	1.015	1.010
0.0575	0.998	1.010	1.006
0.0625	0.995	1.006	1.004
0.0675	0.995	1.004	1.004
0.0725	0.994	1.002	1.003
0.0775	0.994	1.003	1.002
0.0825	0.994	0.999	1.003
0.0875	0.994	1.000	1.003
0.0925	0.995	1.000	1.002
0.0975	0.994	1.000	1.002
0.1025	0.996	1.000	1.002
0.1075	0.997	1.001	1.002
0.1125	0.996	1.000	1.001	
0.1175	0.996	1.000	1.002
0.1225	0.997	1.001	1.001	
0.1275	0.997	1.000	1.001
0.1325	0.997	1.000	1.001
0.1375	0.998	1.000	1.001
0.1425	1.000	1.000	1.002
0.1475	0.997	1.002	1.001
