#   dely     C(y)    Ny
 0.0500  0.000304768     54323301
 0.1500  0.000020539     51658038
 0.2500  0.000106973     48535361
 0.3500  0.000097436     45285528
 0.4500  0.000122957     41962624
 0.5500  0.000015711     38575414
 0.6500  0.000073111     35105559
 0.7500 -0.000060151     31617929
 0.8500  0.000050233     28131267
 0.9500  0.000053355     24630708
 1.0500 -0.000008996     21157169
 1.1500  0.000053914     17715612
 1.2500  0.000071266     14317982
 1.3500 -0.000105048     11005323
 1.4500  0.000023334      7777131
 1.5500 -0.000025194      4652270
 1.6500  0.000540990      1807257
 1.7500  0.000058932       188014
 1.8500         -nan            0
 1.9500         -nan            0
