#   dely     C(y)    Ny
 0.0500  0.000332801     54316025
 0.1500  0.000110266     51660701
 0.2500  0.000053376     48527105
 0.3500  0.000067512     45285228
 0.4500  0.000054258     41939927
 0.5500  0.000063420     38566829
 0.6500  0.000052881     35114929
 0.7500 -0.000034544     31621075
 0.8500 -0.000033420     28130269
 0.9500 -0.000041625     24627259
 1.0500  0.000083114     21153867
 1.1500  0.000078494     17712161
 1.2500 -0.000103868     14323512
 1.3500  0.000063750     11009369
 1.4500  0.000103183      7777232
 1.5500  0.000141511      4653654
 1.6500  0.000162974      1807284
 1.7500 -0.000733826       187925
 1.8500         -nan            0
 1.9500         -nan            0
