#   delphi     C(delphi)    Nphi
 5.0000  0.000662189     26575940
15.0000  0.000118730     26580944
25.0000  0.000100592     26583561
35.0000  0.000129345     26575992
45.0000  0.000000863     26577708
55.0000  0.000012573     26585073
65.0000  0.000035942     26582225
75.0000  0.000073249     26578580
85.0000  0.000002798     26588098
95.0000  0.000100957     26575175
105.0000  0.000017307     26576081
115.0000  0.000006315     26580943
125.0000  0.000041339     26578291
135.0000 -0.000006602     26565193
145.0000 -0.000050277     26574741
155.0000 -0.000009162     26578169
165.0000  0.000010489     26581019
175.0000 -0.000062640     26579745
