#   delphi     C(delphi)    Nphi
 5.0000  0.000612483     26582483
15.0000  0.000238943     26582614
25.0000  0.000161381     26565643
35.0000  0.000083703     26581954
45.0000  0.000147710     26579567
55.0000  0.000072491     26581891
65.0000  0.000045151     26571432
75.0000  0.000041031     26583000
85.0000 -0.000025392     26582044
95.0000 -0.000054563     26577113
105.0000  0.000025771     26576449
115.0000  0.000014460     26571526
125.0000  0.000131525     26580163
135.0000 -0.000012886     26575031
145.0000 -0.000057543     26569686
155.0000 -0.000006413     26577130
165.0000 -0.000046683     26583335
175.0000  0.000057950     26567936
