#   dely     C(y)    Ny
 0.0500  0.000314358     54306553
 0.1500  0.000140674     51662406
 0.2500  0.000080841     48516788
 0.3500  0.000108633     45276937
 0.4500  0.000017039     41952526
 0.5500  0.000002176     38566685
 0.6500 -0.000035177     35114624
 0.7500  0.000003459     31625602
 0.8500  0.000036716     28118927
 0.9500  0.000018461     24627591
 1.0500  0.000065568     21143717
 1.1500  0.000002766     17702906
 1.2500 -0.000038010     14322434
 1.3500  0.000009734     11004749
 1.4500 -0.000103544      7778731
 1.5500  0.000064986      4651381
 1.6500  0.000351957      1808115
 1.7500  0.000109237       188000
 1.8500         -nan            0
 1.9500         -nan            0
