#   delphi     C(delphi)    Nphi
 5.0000  0.000711428     26576409
15.0000  0.000188463     26581844
25.0000  0.000211934     26580461
35.0000  0.000021267     26574471
45.0000 -0.000053702     26576843
55.0000  0.000093405     26586646
65.0000 -0.000013046     26566610
75.0000  0.000081225     26565719
85.0000  0.000037800     26584129
95.0000 -0.000000788     26582819
105.0000  0.000011529     26567102
115.0000  0.000027074     26586245
125.0000  0.000024243     26579112
135.0000 -0.000028817     26573083
145.0000  0.000000622     26575815
155.0000 -0.000104297     26577198
165.0000  0.000036761     26578569
175.0000  0.000024014     26575045
