#   delphi     C(delphi)    Nphi
 5.0000  0.000687948     26578437
15.0000  0.000255356     26589228
25.0000  0.000114773     26573070
35.0000  0.000081578     26576277
45.0000  0.000076289     26576466
55.0000  0.000075795     26572067
65.0000  0.000035090     26577224
75.0000  0.000070227     26571373
85.0000  0.000003745     26578753
95.0000 -0.000032513     26578198
105.0000 -0.000004666     26577155
115.0000  0.000035576     26579150
125.0000  0.000017605     26575738
135.0000 -0.000028931     26579986
145.0000  0.000052203     26581388
155.0000  0.000036778     26571892
165.0000  0.000011309     26585693
175.0000  0.000070417     26571754
