#   delphi     C(delphi)    Nphi
 5.0000  0.000790809     26580244
15.0000  0.000108976     26578643
25.0000  0.000163281     26578524
35.0000  0.000062825     26583116
45.0000  0.000067506     26575356
55.0000  0.000011500     26577800
65.0000  0.000080552     26581103
75.0000  0.000153164     26578153
85.0000  0.000043644     26582111
95.0000 -0.000049471     26570629
105.0000  0.000003143     26580441
115.0000  0.000113908     26581177
125.0000  0.000067637     26575127
135.0000  0.000127986     26571104
145.0000  0.000014935     26573658
155.0000  0.000015628     26580388
165.0000 -0.000020023     26577648
175.0000 -0.000029283     26573358
