#   dely     C(y)    Ny
 0.0500  0.000263829     54315326
 0.1500  0.000136398     51654574
 0.2500  0.000044240     48530955
 0.3500 -0.000027081     45277905
 0.4500  0.000043722     41957831
 0.5500  0.000084307     38562876
 0.6500  0.000057497     35111275
 0.7500  0.000002550     31620481
 0.8500  0.000093781     28132057
 0.9500  0.000021158     24630344
 1.0500 -0.000027183     21152749
 1.1500  0.000136140     17706431
 1.2500  0.000020231     14322212
 1.3500  0.000021135     11007568
 1.4500  0.000036325      7775435
 1.5500 -0.000172506      4649236
 1.6500  0.000261198      1809072
 1.7500 -0.000033771       188225
 1.8500         -nan            0
 1.9500         -nan            0
