#   dely     C(y)    Ny
 0.0500  0.000322149     54318001
 0.1500  0.000138554     51660597
 0.2500  0.000053739     48518073
 0.3500  0.000081737     45274039
 0.4500  0.000025139     41948834
 0.5500 -0.000020386     38571468
 0.6500  0.000115656     35113775
 0.7500  0.000039120     31617991
 0.8500 -0.000008539     28122907
 0.9500 -0.000034863     24628261
 1.0500  0.000047193     21150121
 1.1500  0.000000756     17708939
 1.2500 -0.000031748     14326924
 1.3500 -0.000050308     11008501
 1.4500  0.000215927      7773065
 1.5500  0.000097088      4653094
 1.6500  0.000257459      1806500
 1.7500 -0.000235526       187907
 1.8500         -nan            0
 1.9500         -nan            0
