#   dely     C(y)    Ny
 0.0500  0.000278586     54306547
 0.1500  0.000168999     51644399
 0.2500  0.000064975     48520473
 0.3500  0.000058923     45275887
 0.4500  0.000002561     41950767
 0.5500  0.000069857     38556127
 0.6500  0.000020490     35120741
 0.7500  0.000043773     31630205
 0.8500  0.000005730     28121515
 0.9500 -0.000028610     24624501
 1.0500 -0.000052853     21144859
 1.1500  0.000000501     17703285
 1.2500 -0.000008546     14319740
 1.3500 -0.000013331     11001757
 1.4500 -0.000154949      7774497
 1.5500 -0.000133353      4651038
 1.6500  0.000031437      1802937
 1.7500  0.000541191       187876
 1.8500         -nan            0
 1.9500         -nan            0
