#   dely     C(y)    Ny
 0.0500  0.000319061     54316074
 0.1500  0.000182222     51657369
 0.2500 -0.000019282     48522172
 0.3500  0.000050656     45283415
 0.4500  0.000040622     41955823
 0.5500 -0.000024299     38556325
 0.6500  0.000056183     35109862
 0.7500  0.000041866     31620635
 0.8500  0.000049952     28135814
 0.9500 -0.000004523     24633912
 1.0500 -0.000015639     21149735
 1.1500  0.000081385     17703924
 1.2500 -0.000053429     14323329
 1.3500  0.000047306     11004873
 1.4500  0.000036805      7775234
 1.5500 -0.000076950      4651773
 1.6500 -0.000289880      1808250
 1.7500  0.000654973       188603
 1.8500         -nan            0
 1.9500         -nan            0
