#   delphi     C(delphi)    Nphi
 5.0000  0.000693572     26574847
15.0000  0.000156590     26569955
25.0000  0.000131145     26584645
35.0000  0.000059747     26574069
45.0000  0.000007935     26576809
55.0000  0.000152627     26563497
65.0000  0.000102824     26578109
75.0000 -0.000067365     26584801
85.0000  0.000048395     26587564
95.0000  0.000049465     26569405
105.0000  0.000074014     26580577
115.0000  0.000020785     26571557
125.0000  0.000016890     26571441
135.0000  0.000012313     26576835
145.0000  0.000012269     26582251
155.0000  0.000002914     26569947
165.0000  0.000013417     26571290
175.0000 -0.000025326     26577738
