#   dely     C(y)    Ny
 0.0500  0.000310286     54316999
 0.1500  0.000141750     51655941
 0.2500  0.000119627     48516744
 0.3500  0.000115407     45274935
 0.4500  0.000064148     41950490
 0.5500  0.000095751     38556052
 0.6500  0.000090295     35104291
 0.7500  0.000029775     31623301
 0.8500  0.000005621     28127826
 0.9500 -0.000039322     24625567
 1.0500  0.000011456     21156035
 1.1500 -0.000018412     17712307
 1.2500  0.000063154     14322122
 1.3500 -0.000055938     11003708
 1.4500 -0.000026681      7776324
 1.5500  0.000032622      4649770
 1.6500 -0.000000354      1807148
 1.7500 -0.000282429       188464
 1.8500         -nan            0
 1.9500         -nan            0
