#   dely     C(y)    Ny
 0.0500  0.000261908     54321648
 0.1500  0.000164653     51658702
 0.2500  0.000117066     48517355
 0.3500  0.000052160     45278898
 0.4500  0.000072332     41955945
 0.5500  0.000069530     38559744
 0.6500 -0.000019860     35109298
 0.7500 -0.000014933     31633158
 0.8500  0.000030795     28128195
 0.9500  0.000024571     24626726
 1.0500  0.000019403     21147918
 1.1500 -0.000051190     17710446
 1.2500 -0.000055014     14321748
 1.3500  0.000049403     11007347
 1.4500  0.000040814      7778167
 1.5500  0.000066103      4650999
 1.6500 -0.000050911      1803791
 1.7500 -0.000012208       188493
 1.8500         -nan            0
 1.9500         -nan            0
