#   delphi     C(delphi)    Nphi
 5.0000  0.000785121     26579251
15.0000  0.000257423     26582984
25.0000  0.000171951     26576342
35.0000  0.000146675     26574969
45.0000  0.000024111     26576075
55.0000  0.000027595     26574736
65.0000  0.000068418     26578456
75.0000 -0.000006752     26569158
85.0000  0.000101431     26579887
95.0000  0.000014260     26575896
105.0000  0.000046862     26576115
115.0000 -0.000020500     26579911
125.0000 -0.000018952     26568761
135.0000  0.000041814     26580363
145.0000 -0.000036233     26574222
155.0000  0.000074946     26578749
165.0000  0.000020489     26575217
175.0000 -0.000006192     26566932
