#   delphi     C(delphi)    Nphi
 5.0000  0.000694545     26581308
15.0000  0.000095092     26575909
25.0000  0.000096519     26574489
35.0000  0.000039593     26573614
45.0000  0.000054724     26573167
55.0000  0.000062387     26569269
65.0000  0.000092786     26570687
75.0000 -0.000063124     26580856
85.0000  0.000019448     26582155
95.0000  0.000013776     26580336
105.0000 -0.000012175     26573103
115.0000  0.000008422     26583733
125.0000 -0.000019368     26576302
135.0000 -0.000024120     26581206
145.0000 -0.000056159     26583987
155.0000 -0.000051067     26583185
165.0000 -0.000093753     26575150
175.0000 -0.000046739     26574550
