#   dely     C(y)    Ny
 0.0500  0.000245136     54313238
 0.1500  0.000156197     51656699
 0.2500 -0.000008581     48527293
 0.3500  0.000000899     45287768
 0.4500 -0.000053950     41948154
 0.5500  0.000061950     38557064
 0.6500  0.000010965     35114488
 0.7500  0.000028074     31625166
 0.8500 -0.000038902     28122147
 0.9500  0.000156450     24622282
 1.0500 -0.000063710     21147555
 1.1500 -0.000063351     17708235
 1.2500  0.000031419     14323630
 1.3500 -0.000197116     11011703
 1.4500  0.000033180      7781294
 1.5500  0.000017333      4651481
 1.6500  0.000123500      1807299
 1.7500  0.000070177       187510
 1.8500         -nan            0
 1.9500         -nan            0
