#   delphi     C(delphi)    Nphi
 5.0000  0.000752304     26565703
15.0000  0.000158759     26582367
25.0000  0.000117419     26578714
35.0000  0.000032503     26582564
45.0000  0.000056400     26569273
55.0000  0.000047802     26575701
65.0000 -0.000008630     26569922
75.0000  0.000014568     26570932
85.0000  0.000010097     26576938
95.0000 -0.000030934     26568416
105.0000  0.000014717     26578858
115.0000  0.000000371     26569216
125.0000 -0.000050148     26575528
135.0000 -0.000043755     26577778
145.0000  0.000131870     26572231
155.0000 -0.000025153     26577985
165.0000  0.000007165     26572590
175.0000 -0.000018828     26572435
