#   dely     C(y)    Ny
 0.0500  0.000361364     54326716
 0.1500 -0.000015647     51655003
 0.2500  0.000053245     48525716
 0.3500  0.000052194     45271765
 0.4500  0.000025252     41948970
 0.5500 -0.000028274     38557615
 0.6500  0.000021278     35110347
 0.7500 -0.000058242     31629170
 0.8500  0.000060070     28124129
 0.9500  0.000037462     24629947
 1.0500  0.000067116     21147318
 1.1500 -0.000003445     17701497
 1.2500 -0.000031087     14323832
 1.3500 -0.000145832     11009693
 1.4500  0.000054153      7780175
 1.5500  0.000103648      4655035
 1.6500 -0.000097995      1803721
 1.7500 -0.000475317       188732
 1.8500         -nan            0
 1.9500         -nan            0
