   1.25   0.05215416  547835.00000000    0.00053316    0.09036484  515826.00000000    0.00053959    0.08842553  527454.00000000    0.00046936    0.59390860 19308.00000000   0.00662042
   3.75   0.04615010  536693.00000000    0.00048998    0.05266239  516264.00000000    0.00043588    0.05117730  522344.00000000    0.00042719    0.18899764 132530.00000000   0.00129038
   6.25   0.03717959  522551.00000000    0.00045314    0.03373112  516352.00000000    0.00045597    0.03312800  519961.00000000    0.00039704    0.07817843 353213.00000000   0.00046619
   8.75   0.03280486  509302.00000000    0.00061769    0.02215593  514880.00000000    0.00044620    0.02259722  513305.00000000    0.00048283    0.04264869 671351.00000000   0.00036064
  11.25   0.02812522  496162.00000000    0.00050376    0.01375410  516237.00000000    0.00038366    0.01519904  508514.00000000    0.00053226    0.02558106 1079079.00000000   0.00033715
  13.75   0.02447957  483504.00000000    0.00048285    0.01072895  516488.00000000    0.00038517    0.01058686  504469.00000000    0.00047421    0.01700764 1574966.00000000   0.00024834
  16.25   0.02173833  471322.00000000    0.00046958    0.00717352  515977.00000000    0.00035993    0.00755757  499429.00000000    0.00043445    0.01137796 2144664.00000000   0.00025064
  18.75   0.01944177  458063.00000000    0.00039240    0.00464866  516613.00000000    0.00040538    0.00555666  494059.00000000    0.00039884    0.00862053 2786361.00000000   0.00021589
  21.25   0.01814405  448358.00000000    0.00047501    0.00377487  514988.00000000    0.00043750    0.00479158  488190.00000000    0.00050586    0.00625539 3486871.00000000   0.00018554
  23.75   0.01595888  436987.00000000    0.00040498    0.00241210  517124.00000000    0.00043087    0.00374158  483739.00000000    0.00043021    0.00479729 4242496.00000000   0.00021143
  26.25   0.01480900  425681.00000000    0.00046482    0.00175898  516049.00000000    0.00047811    0.00256600  478926.00000000    0.00049795    0.00380901 5051371.00000000   0.00012553
  28.75   0.01268719  414088.00000000    0.00037423    0.00161958  516189.00000000    0.00043414    0.00133894  474178.00000000    0.00042545    0.00324636 5899637.00000000   0.00014587
  31.25   0.01297067  404426.00000000    0.00059545    0.00211665  515425.00000000    0.00048841    0.00160672  470029.00000000    0.00047518    0.00248971 6782119.00000000   0.00015766
  33.75   0.01186870  395711.00000000    0.00057293    0.00139258  516494.00000000    0.00049627    0.00165745  464558.00000000    0.00043999    0.00220542 7704011.00000000   0.00009873
  36.25   0.01051809  383780.00000000    0.00042117    0.00159208  516615.00000000    0.00048743    0.00170332  458617.00000000    0.00041951    0.00183924 8643138.00000000   0.00007686
  38.75   0.01012619  376752.00000000    0.00061659    0.00106483  515435.00000000    0.00038698    0.00189644  453580.00000000    0.00049175    0.00145226 9603336.00000000   0.00010112
  41.25   0.00944889  365827.00000000    0.00053538    0.00188280  517780.00000000    0.00054692    0.00133754  446534.00000000    0.00035066    0.00138764 10581026.00000000   0.00009162
  43.75   0.00862177  355733.00000000    0.00052173    0.00062775  516095.00000000    0.00030760    0.00137824  441762.00000000    0.00053394    0.00110822 11562726.00000000   0.00009629
  46.25   0.00865230  348133.00000000    0.00049393    0.00154801  517460.00000000    0.00046828    0.00072491  435798.00000000    0.00041596    0.00117935 12567479.00000000   0.00008783
  48.75   0.00805305  339891.00000000    0.00046558    0.00083676  515966.00000000    0.00045079    0.00039778  430859.00000000    0.00046196    0.00097943 13560608.00000000   0.00009930
  51.25   0.00817200  331415.00000000    0.00054314   -0.00014304  517657.00000000    0.00038888    0.00135600  425918.00000000    0.00048487    0.00089621 14559260.00000000   0.00009623
  53.75   0.00742351  323544.00000000    0.00083678   -0.00021685  515934.00000000    0.00034879    0.00090193  419754.00000000    0.00053713    0.00060686 15562764.00000000   0.00008133
  56.25   0.00634902  314908.00000000    0.00054747    0.00060709  517171.00000000    0.00058864    0.00130951  413705.00000000    0.00048724    0.00060689 16545809.00000000   0.00007721
  58.75   0.00796593  308203.00000000    0.00050838    0.00003214  516545.00000000    0.00045147    0.00020102  409209.00000000    0.00052417    0.00054659 17531012.00000000   0.00006955
  61.25   0.00673165  299110.00000000    0.00070294    0.00062787  517317.00000000    0.00046447    0.00041057  403581.00000000    0.00035169    0.00053492 18511464.00000000   0.00006477
  63.75   0.00631912  292692.00000000    0.00048326    0.00015939  516520.00000000    0.00045996    0.00034462  398231.00000000    0.00038707    0.00043673 19465023.00000000   0.00007126
  66.25   0.00603119  285247.00000000    0.00064821   -0.00018746  517314.00000000    0.00046740    0.00063761  392574.00000000    0.00047765    0.00036669 20416190.00000000   0.00007882
  68.75   0.00696154  278108.00000000    0.00070901    0.00065467  518072.00000000    0.00042519    0.00055491  386710.00000000    0.00056510    0.00033161 21353083.00000000   0.00006308
  71.25   0.00518502  271360.00000000    0.00061844    0.00024399  517529.00000000    0.00043123    0.00104519  381444.00000000    0.00058466    0.00044651 22275233.00000000   0.00007056
  73.75   0.00459634  265913.00000000    0.00062979   -0.00059956  519183.00000000    0.00034520    0.00067690  376619.00000000    0.00055330    0.00042544 23174138.00000000   0.00006807
  76.25   0.00595490  259313.00000000    0.00052146   -0.00028702  517923.00000000    0.00037339    0.00053530  370914.00000000    0.00036085    0.00035662 24068216.00000000   0.00006176
  78.75   0.00527332  253455.00000000    0.00067362    0.00108051  519675.00000000    0.00053575    0.00062368  365450.00000000    0.00045587    0.00037089 24944469.00000000   0.00004913
  81.25   0.00368692  246967.00000000    0.00067260   -0.00014871  519043.00000000    0.00033330    0.00066766  359668.00000000    0.00044771    0.00037221 25787983.00000000   0.00006804
  83.75   0.00503144  241326.00000000    0.00064168    0.00076588  518134.00000000    0.00048742    0.00004881  353296.00000000    0.00063728    0.00021809 26628370.00000000   0.00007351
  86.25   0.00356364  236292.00000000    0.00071394   -0.00005218  520525.00000000    0.00032538   -0.00028540  347241.00000000    0.00045335    0.00027867 27447191.00000000   0.00005870
  88.75   0.00399471  230486.00000000    0.00061203    0.00064369  520558.00000000    0.00054388    0.00017299  340924.00000000    0.00050101    0.00018700 28251491.00000000   0.00004996
  91.25   0.00324294  224939.00000000    0.00077041    0.00011164  519691.00000000    0.00046162   -0.00073101  336871.00000000    0.00059090    0.00014461 29035708.00000000   0.00005413
  93.75   0.00385526  219542.00000000    0.00076050    0.00002664  520874.00000000    0.00029821   -0.00035865  331461.00000000    0.00052860    0.00024015 29795166.00000000   0.00005959
  96.25   0.00375226  214036.00000000    0.00055750   -0.00059776  520800.00000000    0.00045824    0.00022267  325578.00000000    0.00048265    0.00016677 30550427.00000000   0.00005737
  98.75   0.00245810  208657.00000000    0.00057229   -0.00033318  521079.00000000    0.00047925    0.00039062  319155.00000000    0.00065408    0.00018674 31280016.00000000   0.00005220
 101.25   0.00395661  204867.00000000    0.00071325    0.00014496  520667.00000000    0.00046753    0.00042351  315314.00000000    0.00058767    0.00013256 32003949.00000000   0.00006152
 103.75   0.00274267  200776.00000000    0.00063052    0.00026720  521115.00000000    0.00050127    0.00064055  309362.00000000    0.00049433    0.00008168 32710919.00000000   0.00006288
 106.25   0.00314432  194836.00000000    0.00069387    0.00013545  521573.00000000    0.00046404    0.00124020  303344.00000000    0.00047783    0.00016383 33391665.00000000   0.00003636
 108.75   0.00315521  190535.00000000    0.00060029    0.00060080  522012.00000000    0.00038900    0.00042192  297394.00000000    0.00054158    0.00020511 34057621.00000000   0.00005731
 111.25   0.00242429  185011.00000000    0.00067028    0.00042208  521952.00000000    0.00041423    0.00048345  292545.00000000    0.00063058    0.00012891 34740808.00000000   0.00004424
 113.75   0.00500703  181301.00000000    0.00053024    0.00039197  522285.00000000    0.00043472    0.00071323  287980.00000000    0.00059439    0.00018111 35380904.00000000   0.00004977
 116.25   0.00223688  177878.00000000    0.00064029    0.00059397  522561.00000000    0.00050808   -0.00092917  281641.00000000    0.00076790    0.00010670 36018605.00000000   0.00004284
