#   delphi     C(delphi)    Nphi
 5.0000  0.000679042     26583337
15.0000  0.000144332     26579938
25.0000  0.000090003     26584226
35.0000  0.000030232     26588417
45.0000  0.000083699     26577068
55.0000  0.000086624     26574855
65.0000  0.000045078     26587192
75.0000  0.000089655     26577964
85.0000 -0.000060018     26575203
95.0000  0.000034551     26574591
105.0000  0.000052141     26590320
115.0000  0.000098017     26579885
125.0000  0.000010822     26578567
135.0000 -0.000057818     26574619
145.0000 -0.000038629     26577444
155.0000 -0.000076606     26582138
165.0000  0.000014058     26577010
175.0000 -0.000025910     26586044
