#   delphi     C(delphi)    Nphi
 5.0000  0.000714490     26583974
15.0000  0.000195794     26581230
25.0000  0.000142475     26581597
35.0000 -0.000015623     26584814
45.0000  0.000014629     26575538
55.0000 -0.000009822     26574394
65.0000 -0.000032915     26579572
75.0000  0.000007105     26571284
85.0000 -0.000016602     26579361
95.0000 -0.000068974     26567425
105.0000  0.000089269     26576638
115.0000 -0.000050206     26568189
125.0000 -0.000059062     26582126
135.0000  0.000006754     26582382
145.0000 -0.000043137     26583097
155.0000 -0.000047798     26578060
165.0000 -0.000051689     26568937
175.0000  0.000005088     26581103
