#   delphi     C(delphi)    Nphi
 5.0000  0.000793158     26579723
15.0000  0.000262267     26577400
25.0000  0.000161635     26572067
35.0000  0.000139660     26579298
45.0000  0.000078709     26581036
55.0000  0.000095282     26580222
65.0000  0.000121945     26583007
75.0000  0.000075512     26575173
85.0000  0.000079168     26574457
95.0000  0.000063252     26575041
105.0000  0.000069049     26581883
115.0000  0.000064112     26583453
125.0000  0.000015971     26584772
135.0000  0.000041707     26581582
145.0000  0.000068171     26574825
155.0000  0.000030974     26580293
165.0000  0.000012725     26569534
175.0000  0.000048687     26577008
