#   delphi     C(delphi)    Nphi
 5.0000  0.000816485     26578713
15.0000  0.000320914     26574876
25.0000  0.000152680     26574469
35.0000  0.000136335     26569908
45.0000  0.000101675     26575238
55.0000  0.000078691     26576387
65.0000  0.000117335     26567616
75.0000  0.000070408     26587938
85.0000  0.000097488     26571539
95.0000  0.000083095     26576570
105.0000  0.000074922     26581267
115.0000  0.000088919     26576653
125.0000  0.000039283     26570969
135.0000  0.000065558     26580740
145.0000  0.000044019     26578302
155.0000  0.000061769     26577177
165.0000  0.000044541     26581840
175.0000  0.000027228     26580277
