   0.05   0.00038225 1303593299.00000000   0.00000362
   0.15   0.00018795 1239758977.00000000   0.00000356
   0.25   0.00014418 1164598796.00000000   0.00000375
   0.35   0.00012184 1086868024.00000000   0.00000408
   0.45   0.00011095 1006936570.00000000   0.00000492
   0.55   0.00009140 925371765.00000000   0.00000421
   0.65   0.00007881 842626117.00000000   0.00000380
   0.75   0.00008661 759035865.00000000   0.00000506
   0.85   0.00006739 675004794.00000000   0.00000526
   0.95   0.00005400 591061304.00000000   0.00000521
   1.05   0.00005257 507610293.00000000   0.00000528
   1.15   0.00003598 425040374.00000000   0.00000553
   1.25   0.00003537 343775486.00000000   0.00000610
   1.35   0.00002876 264190559.00000000   0.00000822
   1.45   0.00002051 186650668.00000000   0.00000685
   1.55   0.00000399 111627894.00000000   0.00001061
   1.65  -0.00000337 43363038.00000000   0.00001463
   1.75  -0.00002633 4515772.00000000   0.00005138
   1.85   0.00000000   0.00000000   0.00000000
   1.95   0.00000000   0.00000000   0.00000000
