#   delphi     C(delphi)    Nphi
 5.0000  0.000823474     26583294
15.0000  0.000244683     26580631
25.0000  0.000158798     26580123
35.0000  0.000187461     26578788
45.0000  0.000086231     26577757
55.0000  0.000077016     26578559
65.0000  0.000108335     26576771
75.0000  0.000082814     26574538
85.0000  0.000085055     26574047
95.0000  0.000058479     26574402
105.0000  0.000030330     26577444
115.0000  0.000079462     26596187
125.0000  0.000056242     26587092
135.0000  0.000049341     26580264
145.0000  0.000052512     26577585
155.0000  0.000015044     26576944
165.0000  0.000050210     26575803
175.0000  0.000044755     26580160
