#   dely     C(y)    Ny
 0.0500  0.000371526     54328893
 0.1500  0.000175943     51655675
 0.2500  0.000136415     48515257
 0.3500  0.000121063     45276063
 0.4500  0.000107624     41952839
 0.5500  0.000092363     38556021
 0.6500  0.000055499     35114134
 0.7500  0.000087544     31635596
 0.8500  0.000093322     28129512
 0.9500  0.000058135     24626928
 1.0500  0.000039321     21156644
 1.1500  0.000013462     17703959
 1.2500  0.000052488     14324164
 1.3500  0.000050676     11009110
 1.4500  0.000058622      7775989
 1.5500 -0.000061127      4647432
 1.6500  0.000115725      1806529
 1.7500  0.000083168       188222
 1.8500         -nan            0
 1.9500         -nan            0
