#   delphi     C(delphi)    Nphi
 5.0000  0.000866865     26570356
15.0000  0.000231693     26568435
25.0000  0.000195016     26585459
35.0000  0.000176586     26578980
45.0000  0.000139564     26574440
55.0000  0.000104290     26583818
65.0000  0.000095590     26576878
75.0000  0.000117344     26574988
85.0000  0.000049378     26566837
95.0000  0.000073008     26578470
105.0000  0.000082391     26570952
115.0000  0.000066057     26580093
125.0000  0.000061284     26571616
135.0000  0.000052872     26579851
145.0000  0.000046448     26578554
155.0000  0.000074330     26584268
165.0000  0.000025798     26579253
175.0000  0.000031610     26586223
