#   delphi     C(delphi)    Nphi
 5.0000  0.000829986     26567726
15.0000  0.000237593     26586470
25.0000  0.000213260     26580146
35.0000  0.000174044     26570364
45.0000  0.000142744     26571692
55.0000  0.000077735     26576978
65.0000  0.000104204     26580391
75.0000  0.000053344     26575150
85.0000  0.000078289     26584610
95.0000  0.000052781     26576444
105.0000  0.000061274     26565821
115.0000  0.000011522     26584492
125.0000  0.000018970     26579830
135.0000  0.000031483     26576832
145.0000  0.000047216     26572843
155.0000  0.000027537     26567305
165.0000  0.000040623     26570256
175.0000  0.000023749     26583856
